label,youtube_id,time_start,time_end,split
snorkeling,F4CSD8DNx90,65,75,validate
deadlifting,F4FboZz8RsQ,1,11,validate
fly tying,F4Hqzz1jUpI,137,147,validate
somersaulting,F4JfyW3o7-U,13,23,validate
playing xylophone,F4ad6nqqOoI,37,47,validate
dancing ballet,F4ecyGE1gJc,138,148,validate
capoeira,F4iQdHKQXO4,60,70,validate
cartwheeling,F4kbV0kioaE,365,375,validate
ironing hair,F4m4xUkP2-U,176,186,validate
golf driving,F4mqL2GM1Qg,0,10,validate
spelunking,F4qR10rK020,124,134,validate
watering plants,F4uPq3ls5pw,154,164,validate
ironing hair,F5-zDawpkJE,107,117,validate
cartwheeling,F58lExcyOWY,24,34,validate
jumpstyle dancing,F5J5It7HcgU,76,86,validate
knitting,F5Lp-TEid1o,1,11,validate
sword fighting,F5NgOYg2EGA,28,38,validate
disc golfing,F5T4aKGfwhQ,59,69,validate
peeling apples,F5Tsi0B0qLE,32,42,validate
catching or throwing softball,F5UmbBwKTfE,29,39,validate
playing didgeridoo,F5jRBqlDHfI,2,12,validate
making the bed,F5xbt4HLGBE,116,126,validate
throwing discus,F63egcKJFHc,0,10,validate
putting on mascara,F66Q6xeDDM0,6,16,validate
trapezing,F6APvqZNAXI,28,38,validate
putting on eyeliner,F6BcVeYEMcA,460,470,validate
tasting food,F6JO18onVIY,34,44,validate
making tea,F6KtsCzVlPY,64,74,validate
long jump,F6VPuKuqT4g,2,12,validate
playing xylophone,F6Yu2FIrQw4,8,18,validate
carving pumpkin,F6ZloPfyBeU,538,548,validate
juggling soccer ball,F6_0CWoV5g8,9,19,validate
playing volleyball,F6cDrgSlWUI,39,49,validate
tying shoe laces,F6l1DWEYXWA,51,61,validate
massaging person's head,F6q4C3VIb2s,260,270,validate
breathing fire,F7-VctwD59U,7,17,validate
playing xylophone,F72KRwl1NEU,25,35,validate
blowdrying hair,F73ZSWMp0yk,417,427,validate
clapping,F7BPBC6x_G0,0,10,validate
using segway,F7FUtVY1NaQ,292,302,validate
bouncing on trampoline,F7Gv1W8wEJ8,108,118,validate
using segway,F7ZKUVb2UU8,48,58,validate
riding scooter,F7ZKUVb2UU8,58,68,validate
playing bass guitar,F7ajBMFjFRQ,1,11,validate
playing xylophone,F7bf51rWHxA,0,10,validate
raising eyebrows,F7ds5yJs6ow,7,17,validate
playing badminton,F7jpj8zHMV8,0,10,validate
belly dancing,F7l827xYvEU,254,264,validate
trimming or shaving beard,F7nqL7LHYgQ,159,169,validate
side kick,F7s5gZ98X2Q,6,16,validate
tasting food,F83mLuBgqYk,35,45,validate
laying concrete,F87Xyp3odxg,25,35,validate
laughing,F8C0Ou9WVTE,93,103,validate
using segway,F8HnB7jrByk,0,10,validate
getting a haircut,F8IpFPqbLpc,0,10,validate
blasting sand,F8Pyfeg1JIY,80,90,validate
push up,F8RYNgIN_sE,31,41,validate
dancing macarena,F8YSKIhryiQ,0,10,validate
putting on mascara,F8fh5tpsjLc,26,36,validate
steering car,F8n19uSUxuM,13,23,validate
changing wheel (not on bike),F9EytIGCyhM,10,20,validate
putting on eyeliner,F9GT8AogihA,51,61,validate
celebrating,F9HWQSvdVWg,74,84,validate
spelunking,F9IRJrt0w_E,36,46,validate
making the bed,F9LND5huK0s,168,178,validate
blasting sand,F9MjB5ZTios,40,50,validate
belly dancing,F9O_hbB-cbU,0,10,validate
gymnastics tumbling,F9OzDCywg0g,2,12,validate
fencing (sport),F9UqOy7cuhE,52,62,validate
moon walking,F9cpIix2vcU,89,99,validate
tying necktie,F9dHm6pOtR8,154,164,validate
jumping bicycle,F9k-t3yajyI,0,10,validate
deadlifting,F9p2CnjkqUA,0,10,validate
playing ukulele,F9w4Q6CNpQI,9,19,validate
standing on hands,FA-Cc_1gETk,71,81,validate
moon walking,FA2vcPt-FxY,8,18,validate
standing on hands,FA30DgkF_kY,22,32,validate
spray painting,FA3kVOqcTjw,294,304,validate
disc golfing,FA3uUsKPdxI,8,18,validate
waxing back,FABrCYFTGls,4,14,validate
trapezing,FACQkrhGVTo,310,320,validate
getting a haircut,FAHIeDHs8NU,43,53,validate
fencing (sport),FAPVduJP8Vs,41,51,validate
peeling potatoes,FAaC_ZqY1MA,28,38,validate
egg hunting,FAkKX_RCQDg,230,240,validate
cartwheeling,FAlI0R1liZ4,57,67,validate
backflip (human),FAmUT3YQ5ro,53,63,validate
cartwheeling,FApX7ccSS5g,4,14,validate
dodgeball,FAr7K3s6dyk,92,102,validate
gymnastics tumbling,FAro10xA6xI,12,22,validate
cleaning toilet,FAuPIc0KLWE,10,20,validate
playing clarinet,FB-06Eo5Rzw,529,539,validate
bouncing on trampoline,FB2lJmB4yfc,0,10,validate
longboarding,FB3JmdsA2Ek,0,10,validate
bathing dog,FB3qGJzp5XA,379,389,validate
moon walking,FB5OpsN0ats,13,23,validate
cleaning shoes,FBAcBWhi1bg,104,114,validate
spelunking,FBBR52qlfMw,0,10,validate
playing drums,FBKWKtttkAs,125,135,validate
blowdrying hair,FBYCm2bD_2A,0,10,validate
getting a haircut,FBfIdCg1mIE,23,33,validate
milking cow,FBkmUgGuYVo,69,79,validate
changing wheel (not on bike),FBkpP6LOvSY,15,25,validate
playing xylophone,FBmbdlR8aCA,59,69,validate
scuba diving,FBoLAwZE7pk,0,10,validate
brushing hair,FBp8bhnIou0,9,19,validate
dancing charleston,FBwBLiIsfz0,12,22,validate
brushing hair,FByaH3kpjiE,197,207,validate
riding unicycle,FC0FN9eDsEQ,0,10,validate
deadlifting,FC977a3Slig,9,19,validate
acting in play,FCAjof-NZmY,741,751,validate
acting in play,FCFWYOgsF78,128,138,validate
peeling potatoes,FCG1UELl6kU,0,10,validate
gargling,FCGBAWM1KpA,8,18,validate
jumping jacks,FCSD4sAE_uU,23,33,validate
answering questions,FC_6QkBXaoU,20,30,validate
playing saxophone,FClUJldK2iI,76,86,validate
making a sandwich,FCmWp4hiw4o,30,40,validate
head stand,FCs1MG_CnT4,26,36,validate
blasting sand,FCxcdKRIuYQ,14,24,validate
somersaulting,FCyFxTLLZ_8,0,10,validate
playing xylophone,FD0Kq4F-Ff4,0,10,validate
hurling (sport),FD4bjckC4uM,0,10,validate
lunge,FD4oXg-AGc8,0,10,validate
blowdrying hair,FD5rkA-jgbU,456,466,validate
ice skating,FD8KV8H1U6M,18,28,validate
eating carrots,FDCM8ZZHfyg,7,17,validate
chopping wood,FDIPi3vF6II,22,32,validate
skipping rope,FDPzZb66qpE,2,12,validate
calligraphy,FDTUEGjjyGo,918,928,validate
beatboxing,FDTmhGmSIQQ,26,36,validate
knitting,FDUg8mAXGgo,588,598,validate
standing on hands,FDaebZaDKOc,14,24,validate
moon walking,FDe2HCMHsfY,227,237,validate
texting,FDjyD1mTrS4,5,15,validate
answering questions,FDnG6SH2Gis,335,345,validate
blowdrying hair,FDrA6tefV6Y,403,413,validate
deadlifting,FDtr3oLvW-E,0,10,validate
brushing hair,FDxOYK8Sf6I,39,49,validate
weaving basket,FDyHH5HrSC8,53,63,validate
bartending,FE5ORHyoGC4,9,19,validate
wrestling,FE8iiYfwXHs,13,23,validate
raising eyebrows,FEMxawB2R3k,25,35,validate
petting animal (not cat),FEO-LTU21aE,66,76,validate
playing badminton,FEVWk21w3rE,27,37,validate
juggling fire,FE_J32it_ME,59,69,validate
high kick,FEyrtY5o6yM,11,21,validate
getting a haircut,FEzU3ZAFO-8,269,279,validate
acting in play,FF-vVs3GWy8,121,131,validate
shredding paper,FF1hfHI6P3E,19,29,validate
jumpstyle dancing,FFBWSgf60jg,6,16,validate
putting on eyeliner,FFE9xw95mqI,65,75,validate
making tea,FFMSR2gyCiA,0,10,validate
raising eyebrows,FFNQAkAfTBk,78,88,validate
blasting sand,FFUCz5UcS6w,0,10,validate
celebrating,FFYV01AqPXg,11,21,validate
putting on eyeliner,FFgKRLEl3vg,293,303,validate
cracking neck,FFxDMNdY6Mg,5,15,validate
cartwheeling,FG20rSruFYA,74,84,validate
shredding paper,FG9zEw9mHk4,0,10,validate
wrapping present,FGDtbYPo7ig,4,14,validate
baking cookies,FGED1JpoAE8,155,165,validate
bathing dog,FGGb6wQvYBM,3,13,validate
massaging back,FGJtCAbFRWQ,76,86,validate
swinging on something,FGN_CcW1RP8,114,124,validate
slapping,FGQa-GIxP5E,4,14,validate
shaving legs,FGWy_5juHJE,101,111,validate
laughing,FGYbyiKZxkM,27,37,validate
checking tires,FGbsYgz_SM0,13,23,validate
moon walking,FGuwZjR06_Y,59,69,validate
cracking knuckles,FGvSCPgR0Us,2,12,validate
feeding birds,FGwIXLYhnGQ,45,55,validate
skipping rope,FH0BbzgzhHE,175,185,validate
somersaulting,FH2LfheU-tk,47,57,validate
juggling fire,FH8NnBHydQg,218,228,validate
playing recorder,FH8yF7wdv3U,99,109,validate
putting on lipstick,FHBl0PJMUSk,23,33,validate
jumpstyle dancing,FHM2kl8KYnI,16,26,validate
using segway,FHXb0Pf9Erc,0,10,validate
using segway,FHXyjoEtZ-M,15,25,validate
dancing macarena,FHb46VEej-Y,54,64,validate
swimming backstroke,FHbQifOOCnE,10,20,validate
playing drums,FHfNsYFGRUM,1,11,validate
feeding birds,FHz18fQJIwU,81,91,validate
weaving fabric,FI0eMy0Lnm8,89,99,validate
raising eyebrows,FI74tO-E0-s,10,20,validate
feeding birds,FICm-7pF_2c,7,17,validate
headbutting,FIM03lOr-uY,32,42,validate
diving cliff,FINo5hblNy8,248,258,validate
putting on eyeliner,FIWxkNv32Jw,232,242,validate
massaging person's head,FIgTJyQkuUE,1,11,validate
sword fighting,FIjxZKbGSPQ,12,22,validate
lunge,FIoMWlHRzFQ,0,10,validate
drawing,FIqgQ9tN2hE,173,183,validate
blowing leaves,FItslxlduZA,10,20,validate
bouncing on trampoline,FIzKXhxKi40,52,62,validate
steer roping,FJLEr1uiC5A,16,26,validate
shining shoes,FJNuJzVu2Nk,3,13,validate
standing on hands,FJRtZ5UojZA,108,118,validate
playing guitar,FJSTWctn_cM,85,95,validate
raising eyebrows,FJWW1WLjNyQ,17,27,validate
passing soccer ball,FJh0FhdEydI,25,35,validate
fencing (sport),FJlxOPDjXqc,101,111,validate
unloading truck,FK-uobHhGLg,19,29,validate
yawning,FK6L21KzaoY,1,11,validate
gargling,FKO_gUwu59s,2,12,validate
walking the dog,FKQCVhR702M,9,19,validate
gargling,FKVPapTUI-k,19,29,validate
slapping,FKVxLnRt5cc,0,10,validate
long jump,FKcGIL3ez8I,92,102,validate
knitting,FKdSn0ZPbek,18,28,validate
changing wheel (not on bike),FKkBQOJE35A,73,83,validate
cleaning toilet,FKp3AjLsM8A,79,89,validate
laying concrete,FKu452UEMU8,53,63,validate
calligraphy,FKuf0sqS5WU,77,87,validate
backflip (human),FLAxRJZsSZY,2,12,validate
acting in play,FLDCvmWuT0Q,0,10,validate
wrapping present,FLGhq6cR3cw,5,15,validate
recording music,FLVSapZGs-Q,38,48,validate
shining shoes,FLbWtaMA0yY,50,60,validate
skiing crosscountry,FLcr15gZiro,202,212,validate
weaving fabric,FLgHURPgJQc,32,42,validate
bandaging,FM5e099p5eQ,128,138,validate
licking,FM6EKgDMDlY,23,33,validate
sword fighting,FMRKQJQ-GwM,3,13,validate
bartending,FMRMOfMp7ME,282,292,validate
putting on lipstick,FMzGHQmG9L8,221,231,validate
wrestling,FN54znKwe6M,166,176,validate
trimming or shaving beard,FN6cUSL2QYk,10,20,validate
putting on foundation,FNDUKB4K2SU,195,205,validate
steering car,FNEwkCaD-PQ,115,125,validate
riding scooter,FNbJeKo76k0,216,226,validate
trimming or shaving beard,FNi66WPXwIw,57,67,validate
folding paper,FNlmhhWO96o,16,26,validate
playing beer pong,FNnXg3sLGuc,47,57,validate
petting animal (not cat),FNoItJ_fbRE,197,207,validate
steering car,FNr2kt-5h9A,150,160,validate
drawing,FNsTZxIgZSo,86,96,validate
playing guitar,FOB_P9bswqw,247,257,validate
tango dancing,FOTCk572uI0,0,10,validate
spelunking,FOX-3KpFLxY,52,62,validate
lifting hat,FOXmeJrJn1M,0,10,validate
swing dancing,FOl2YjP4hvg,69,79,validate
eating carrots,FOqIhn8ZvvA,20,30,validate
mowing lawn,FOsfUW5q-Bc,30,40,validate
feeding birds,FP7BN0dsMxg,0,10,validate
carving pumpkin,FPB9npe3yI4,27,37,validate
staring,FPEYhV7c1yA,135,145,validate
laying concrete,FPLZLcTZKPY,26,36,validate
playing beer pong,FPNPJN05WuU,180,190,validate
staring,FPaC7McLkTU,37,47,validate
spinning poi,FPilQeHJzYA,14,24,validate
grooming dog,FPjGqC1V50U,30,40,validate
bathing dog,FPjyQt0J8rc,11,21,validate
tobogganing,FPkpETNIb9E,338,348,validate
bee keeping,FQDGxs8RmEA,1,11,validate
cracking knuckles,FQE1lRuII6I,21,31,validate
square dancing,FQKUM6iOfAc,55,65,validate
putting on foundation,FQUgkEibFBY,11,21,validate
busking,FQXvG_ruWqs,19,29,validate
grooming dog,FQYVud-jwAo,33,43,validate
tobogganing,FQjzI1Paxz4,0,10,validate
moon walking,FQpBM1ITZdM,2,12,validate
wrapping present,FQreG3ahqYk,35,45,validate
bandaging,FQxOLjp75EQ,159,169,validate
eating ice cream,FQyP-A35Jtk,53,63,validate
motorcycling,FROBPmNwU4Q,268,278,validate
building shed,FRRvGzoJa7Y,15,25,validate
juggling fire,FRf-0UCnlBk,2,12,validate
swinging on something,FRfAr-ZMeXc,5,15,validate
standing on hands,FRnmLqNi0cQ,249,259,validate
blowing leaves,FRqMDbbN8_Y,45,55,validate
spelunking,FRy8gr8OuWA,5,15,validate
catching fish,FS9x9nZG1fQ,17,27,validate
shredding paper,FSJvWdbHwdk,56,66,validate
playing beer pong,FSQNJtntRBM,172,182,validate
catching or throwing softball,FSQnw3pqePU,109,119,validate
putting on foundation,FSfuTsqikcg,89,99,validate
falling off bike,FT0tzfMie7k,18,28,validate
fencing (sport),FT3wFU81eo0,2,12,validate
mowing lawn,FT9Ty16oi-o,31,41,validate
arm wrestling,FTUYf4ent-w,191,201,validate
acting in play,FTd3ONrMXlA,1,11,validate
making bubbles,FTg64fl6Xe4,64,74,validate
putting on lipstick,FTwJ4GZJEac,42,52,validate
cheerleading,FTyKrbSjmSE,137,147,validate
texting,FUdsS-zQNAQ,57,67,validate
feeding birds,FUi_twlI9Ss,48,58,validate
baking cookies,FUjnhcsLwAE,34,44,validate
skiing crosscountry,FUyzeLxa1oI,12,22,validate
scuba diving,FV4nbmGi0iM,6,16,validate
bowling,FVGP0KxUcKE,40,50,validate
staring,FVKuO5AdFhI,0,10,validate
putting on foundation,FVObpIuZ7RY,171,181,validate
playing didgeridoo,FVY_JZdh-HY,30,40,validate
playing guitar,FVoxobzhEMg,191,201,validate
feeding birds,FWQq8wFOGYE,81,91,validate
peeling apples,FWZ6wgaJ_L4,20,30,validate
playing guitar,FWaMRwkAbUg,4,14,validate
auctioning,FWcNnNw64YQ,151,161,validate
playing didgeridoo,FWcz_ZsaQUU,0,10,validate
jumping into pool,FWiYSHqMm7Y,0,10,validate
unloading truck,FWq-fCY5AfU,89,99,validate
eating ice cream,FWzgE1jha08,113,123,validate
eating carrots,FXW2kFGm9Zw,16,26,validate
slapping,FXWL0SZu0Ho,13,23,validate
eating carrots,FXYgX8kf-B4,121,131,validate
playing didgeridoo,FXkaL4_2OvY,0,10,validate
playing badminton,FXy9YKU0kck,12,22,validate
auctioning,FYnleoT8bMQ,0,10,validate
jumpstyle dancing,FYwSkvTwtwI,103,113,validate
playing recorder,FZ22bAHCqQE,4,14,validate
putting on foundation,FZ5dIbUso84,338,348,validate
playing beer pong,FZEN-z1XrOw,8,18,validate
blowing out candles,FZIIQXOwhWE,10,20,validate
tobogganing,FZjAHWKDgbU,9,19,validate
passing soccer ball,F_2PbBQYp5Y,20,30,validate
falling off bike,F_CHThJasmc,0,10,validate
breading or breadcrumbing,F_CcFc7GchQ,85,95,validate
separating eggs,F__d13rgSHs,0,10,validate
tying bow tie,Fa0CjjLuN54,73,83,validate
tying shoe laces,Fa7hE05WLhE,64,74,validate
disc golfing,FaGFcuumSYE,0,10,validate
gymnastics tumbling,FaHorr1BpzY,0,10,validate
tying necktie,FaRkcPXDtO4,11,21,validate
head stand,FaTA7-gr5Mw,0,10,validate
making balloon shapes,Fa_g6qLeutA,106,116,validate
massaging back,FabyuPDF-yM,10,20,validate
getting a haircut,Fao2JbA7xDQ,19,29,validate
tasting food,Faps_8Zh7b4,465,475,validate
tying shoe laces,Far73x4zo1A,5,15,validate
waxing legs,FarSgjHkyJQ,74,84,validate
playing volleyball,Fau3Ub0SZ1k,17,27,validate
playing cricket,Faxjwc47Z64,12,22,validate
grooming dog,FazesMDa8Uc,32,42,validate
tying shoe laces,Fb3W5PJKzSU,73,83,validate
high kick,Fb7K4S_kPwo,0,10,validate
jumping bicycle,FbF7Zx-cy54,3,13,validate
tasting food,FbGrRtGxnsg,4,14,validate
sword fighting,FbGyKmqjAVY,0,10,validate
laying concrete,FbRWXvu5xbg,17,27,validate
shuffling feet,FbTd9PGcV4k,15,25,validate
playing cricket,FbViTk5icNQ,64,74,validate
jumping jacks,FbcTqJ-Hd7U,17,27,validate
weaving fabric,FbgTx6Lt-FA,119,129,validate
square dancing,Fc-G7es_oZM,49,59,validate
playing recorder,Fc6cUsENAak,100,110,validate
spelunking,FcA3IWTRTwk,122,132,validate
headbutting,FcFJSZY0xKw,1,11,validate
moon walking,FcFhfx6hVm0,16,26,validate
putting on eyeliner,FcUqGcav9Qo,167,177,validate
brushing hair,FcYtbFNILZM,132,142,validate
shredding paper,Fcd8xugKMME,3,13,validate
celebrating,FcdZZLC688k,251,261,validate
raising eyebrows,FcfOPpxI5xo,5,15,validate
grooming dog,FcitnL3TqwE,70,80,validate
jumping bicycle,FcjDRACIU18,35,45,validate
eating carrots,Fcku7CJAdWY,64,74,validate
scuba diving,FctlOro9gik,0,10,validate
playing cricket,FcuQpvWSIjU,3,13,validate
swing dancing,FcvNBgxPfKQ,28,38,validate
cartwheeling,FcyodCcszyI,26,36,validate
riding unicycle,Fd2fJDP6EhI,10,20,validate
swing dancing,Fd2z0CsCnVs,78,88,validate
fencing (sport),Fd7KQdlSAM8,262,272,validate
dining,FdCz01P_D2U,26,36,validate
headbutting,FdL7qz2_9Lc,0,10,validate
wrestling,FdZ70IrTCXc,17,27,validate
somersaulting,Fdd8hYOYjxU,71,81,validate
making the bed,Fdh5Xd13yzs,0,10,validate
eating cake,FdqLBbnhwrM,126,136,validate
dancing charleston,FdveYX1JWZo,114,124,validate
ironing hair,Fdw5WdErdGo,194,204,validate
hurling (sport),FdwR6Ov0UiU,0,10,validate
historical reenactment,Fe0Gp0Lvd18,131,141,validate
getting a haircut,Fe0SQKNN_V8,51,61,validate
juggling fire,Fe43i-z7Bv4,40,50,validate
curling hair,FeEJJZHHDm4,959,969,validate
headbutting,FePJCylcbMk,3,13,validate
sword fighting,FeTa3QxyiRI,9,19,validate
lunge,FeVJ6YvmYX0,66,76,validate
punching bag,FeYiE_XxocE,116,126,validate
hurling (sport),FecgG0axvb4,76,86,validate
lunge,FefYQESypro,0,10,validate
slapping,FehQb7wAZHE,0,10,validate
swinging on something,Fekrp61pspY,338,348,validate
drawing,FexIqMh58Fg,45,55,validate
bathing dog,Ff3r3bGUePg,2,12,validate
side kick,FfAXAdGsxnU,40,50,validate
putting on lipstick,FfC2NViwukw,23,33,validate
falling off chair,FfE6XbMhmBU,0,10,validate
playing controller,FfH37Q6OYKQ,227,237,validate
bartending,FfICXqlXc3s,25,35,validate
pouring beer,FfNtA0910RM,38,48,validate
blasting sand,FffrEy1Dlfo,4,14,validate
passing soccer ball,Ffim8iZR8pg,48,58,validate
fly tying,Fft945HEL9I,232,242,validate
wrestling,Fg7WAdCYkZI,10,20,validate
putting on foundation,FgCCC7cEnq0,26,36,validate
crying,FgCdCgkeg_k,38,48,validate
riding scooter,FgF6FcfzwMA,50,60,validate
putting on foundation,FgNVZfRLlvI,93,103,validate
cartwheeling,FgOVtcJIyb4,0,10,validate
backflip (human),FgWL7pMtlEc,0,10,validate
deadlifting,FgWbtbaDr_M,171,181,validate
juggling soccer ball,FghyASlwfmQ,11,21,validate
beatboxing,Fgt5CV85Ec0,11,21,validate
putting on lipstick,FgtZ7tRCT8U,21,31,validate
swinging on something,FgvIcQVOAYU,2,12,validate
tango dancing,Fgx1-9t3M04,568,578,validate
curling hair,Fh1JP4jcG9c,183,193,validate
falling off chair,Fh1_x8FlKlQ,0,10,validate
watering plants,Fh3QTWmZF9A,79,89,validate
waxing back,Fh72Fl74j9U,138,148,validate
making balloon shapes,FhBIEwwHvSk,39,49,validate
knitting,FhT2_rsSthY,5,15,validate
bowling,FhTpzD3YotM,518,528,validate
watering plants,FhW17ajJSik,78,88,validate
gargling,FhgtRLxpXNg,8,18,validate
jumping bicycle,FhmHrZeR07w,7,17,validate
long jump,FhpPmFdKsBk,0,10,validate
juggling soccer ball,FhymgtQfe5g,481,491,validate
golf driving,Fi4Trd-2BqE,29,39,validate
gargling,Fi8kkhDxpFQ,11,21,validate
bartending,FiBBwWmLKSw,95,105,validate
ice skating,FiMOcf2Xb0k,84,94,validate
making balloon shapes,FiRSXRtBOVc,0,10,validate
pole vault,FiU3YFenTjg,37,47,validate
high kick,FiWb_KGPnG0,28,38,validate
skiing crosscountry,FiZxqHfdg70,24,34,validate
playing badminton,FibZYS1zcvg,14,24,validate
staring,Fiq65DBHPvY,0,10,validate
playing volleyball,FiurHmETlZM,48,58,validate
blasting sand,Fixt3BVqa3s,24,34,validate
tasting food,Fj-QC5NPYz0,20,30,validate
calligraphy,Fj024ztDVGg,31,41,validate
changing wheel (not on bike),Fj1jKLVgkqE,15,25,validate
frying vegetables,FjLmTjMrnQQ,41,51,validate
baking cookies,FjP6QisjGGc,13,23,validate
feeding birds,FjP82GgBQa8,1,11,validate
passing soccer ball,FjPXXSNfSJc,27,37,validate
spelunking,Fj_GILwPKCA,105,115,validate
tying necktie,FjdImYiuDBU,63,73,validate
tying necktie,FjeNd_WUoT8,62,72,validate
juggling soccer ball,FjiiHb6VgQQ,16,26,validate
square dancing,Fjj-NjxRSMk,597,607,validate
unloading truck,Fjk0TYOyjSA,24,34,validate
feeding birds,Fjk8dKMd6-Q,32,42,validate
presenting weather forecast,Fjlgpsxm2vM,100,110,validate
acting in play,Fjnz-MvwyqU,379,389,validate
putting on foundation,FjxlSHpGg-A,53,63,validate
dodgeball,Fk9thIF4tWw,133,143,validate
trimming or shaving beard,FkIdTFdwSgs,730,740,validate
tying shoe laces,FkQOpVBNfRY,0,10,validate
playing volleyball,FkRYIIB9UTw,14,24,validate
making tea,FkaColxoNi0,20,30,validate
feeding birds,FkhpJMCzbFQ,15,25,validate
bandaging,Fknw-cNRilA,178,188,validate
bending back,Fl-6WKrXjBw,16,26,validate
gymnastics tumbling,Fl39jxbgLNk,79,89,validate
juggling soccer ball,FlAR4COVf4Y,29,39,validate
blowing leaves,FlS9gKduZOI,9,19,validate
reading newspaper,FlSEDSuhP-M,0,10,validate
changing wheel (not on bike),FlSM5h-_IJQ,16,26,validate
sword fighting,FlTQCuouUXo,14,24,validate
ironing hair,FlXA5l9PcAE,90,100,validate
swinging on something,Flj9GDO9HGQ,5,15,validate
bending back,Flmx_iDKNfk,1,11,validate
jumping bicycle,Fltzn_9NtdU,0,10,validate
head stand,Fm1GyVk3STE,8,18,validate
feeding birds,FmXhvvBw_oQ,18,28,validate
playing volleyball,FmeODE0luyE,147,157,validate
tying necktie,FmiSQq7T52A,45,55,validate
brushing hair,Fmpbo0nlsNw,30,40,validate
tying shoe laces,FmqrLtYt2Pw,128,138,validate
tying necktie,Fn1SUgP4Zao,130,140,validate
spelunking,FnLmLkprTXU,195,205,validate
skiing crosscountry,FnN0FCuKRGw,9,19,validate
breathing fire,FncJzBKrbDQ,3,13,validate
sanding floor,FnnxhOesVo4,15,25,validate
slapping,Fnr2Qk303M8,22,32,validate
grooming dog,Fns1HjrrnuY,3,13,validate
laying concrete,Fo-2UZhagec,115,125,validate
acting in play,Fo-A0_uSRHQ,3,13,validate
cartwheeling,Fo4SNjc2YaQ,1,11,validate
shredding paper,FoEMUAEPcXA,14,24,validate
golf driving,FoKql_I3Px4,23,33,validate
checking tires,FoKyE6Khhu4,92,102,validate
spelunking,FoLx-jAQREw,12,22,validate
cracking knuckles,FoPoB6BH1yM,2,12,validate
using remote controller (not gaming),FoQ5FQ0z7yg,90,100,validate
riding scooter,Fo_d9bsuYQE,35,45,validate
catching or throwing softball,FogUR2OSMqM,19,29,validate
yawning,FoomvXuSx38,41,51,validate
throwing discus,FouQ5eo8Ub0,31,41,validate
capsizing,Fp1ZIi-sPsg,0,10,validate
making balloon shapes,FpCg8f-tE2M,16,26,validate
gymnastics tumbling,FpGGrVI_ilc,1,11,validate
cracking knuckles,FpHAZgWGldM,2,12,validate
folding paper,FpRSo5_s-gk,265,275,validate
bending back,FpYtMrg3Ngw,149,159,validate
skiing crosscountry,Fp_9zSUrg18,8,18,validate
blowdrying hair,Fpw7GMAk-4g,537,547,validate
calligraphy,FpwPXz4VqAE,143,153,validate
tying shoe laces,Fpxs-kZxjLA,1,11,validate
laughing,Fq4kTZuLops,654,664,validate
wrapping present,FqDA7FFPhUI,72,82,validate
dodgeball,FqLvyLDjjvY,220,230,validate
tasting food,FqOAJNPLrDI,91,101,validate
carving pumpkin,FqTbgr2NOlM,205,215,validate
putting on mascara,Fqj3gX65xGg,205,215,validate
busking,FqjjwhEvr6Q,229,239,validate
motorcycling,Fr1b2E_OPsA,137,147,validate
swing dancing,FrGMoqAR4j4,39,49,validate
dodgeball,FrlmOScuccw,126,136,validate
bee keeping,FrmaW6pGgz4,542,552,validate
capoeira,FrrQoyxOz5s,22,32,validate
tasting food,FrtSZPhDwR4,262,272,validate
spray painting,FrtvAZ4ldAE,21,31,validate
moon walking,Fs-FG5SadcM,221,231,validate
planting trees,FsDDRBBik8w,1,11,validate
cracking neck,FsUwdHeicfk,1,11,validate
cracking knuckles,FsecyE4r120,53,63,validate
using remote controller (not gaming),FsgMHXCYaNg,90,100,validate
watering plants,Ft76dCoR4Og,4,14,validate
cracking knuckles,FtAG11CHohc,6,16,validate
making balloon shapes,FtlhLdk_jkc,24,34,validate
gold panning,FtpcvEHOacc,58,68,validate
blowing bubble gum,Fu02tJ2xuUM,205,215,validate
golf driving,Fu2CqAcRSQY,1294,1304,validate
eating carrots,FuK12isCK5w,87,97,validate
riding scooter,Fu_0VeloX84,60,70,validate
watering plants,FugFJD0Bcu0,62,72,validate
falling off bike,Fv7mc9b0T7E,19,29,validate
playing violin,FvUFz1mIDis,145,155,validate
playing violin,FvUTXOKZOFU,45,55,validate
unloading truck,FvWnmlc66Tc,14,24,validate
steering car,Fvt3Na8D7DU,9,19,validate
bowling,FwLhT_qB12Q,1036,1046,validate
dodgeball,FwLjFodQz3w,19,29,validate
tai chi,FwLrKUS5vpA,91,101,validate
long jump,Fwceh8Pe7AU,52,62,validate
making jewelry,FwiJ8_JJ2us,26,36,validate
tobogganing,FwkmAOCWLgs,81,91,validate
passing soccer ball,FwucYtAonPE,10,20,validate
blasting sand,FwyDtVHr7BQ,103,113,validate
motorcycling,Fx6qlywXCbo,77,87,validate
acting in play,FxA9qDryB7g,27,37,validate
tobogganing,FxJ1JotJrtU,0,10,validate
staring,FxNg-Ml31HE,17,27,validate
contact juggling,FxZuaoOawKE,85,95,validate
sharpening pencil,FxhIdGgHn5I,12,22,validate
bending metal,FxlikNpM8ac,83,93,validate
hopscotch,FyAaMG-2tpg,48,58,validate
hammer throw,FyYq8cVlvT0,24,34,validate
eating hotdog,FytP3VzAcpI,140,150,validate
golf driving,Fz1_WPE-rZ4,4,14,validate
gymnastics tumbling,Fz4ivSEfEsc,8,18,validate
