label,youtube_id,time_start,time_end,split
blowing nose,HTe9MGWQlH4,44,54,validate
opening wine bottle,HUSXRSQLzac,168,178,validate
putting on shoes,HUcbSaugkuY,3,13,validate
playing harmonica,HUiafDe-xTo,208,218,validate
catching or throwing frisbee,HV0Hs4UysUM,4,14,validate
tie dying,HV34uu_ZBU4,7,17,validate
burping,HV7QtfTGUNA,47,57,validate
cutting orange,HV8RtvMU5-s,121,131,validate
playing flute,HVJa3eWKORA,16,26,validate
using puppets,HVR1yNRUzzc,64,74,validate
parasailing,HVwoW5681fM,13,23,validate
surfing water,HWIFTNbNOTk,130,140,validate
separating eggs,HWb_EU-bky0,57,67,validate
whistling,HWxZHHT__l4,255,265,validate
pushing car,HX1RWvZEDBg,4,14,validate
news anchoring,HXIMrqTaqQc,11,21,validate
playing hand clapping games,HXNjgOXwYFQ,0,10,validate
pumping gas,HXi3WMqEaMU,6,16,validate
playing cricket,HY5GbJYXcJg,77,87,validate
sausage making,HY5bkoBSSMs,1,11,validate
curling (sport),HYCTmuI3amA,63,73,validate
playing lute,HYGhbniV1ss,20,30,validate
spelunking,HYjhz3ofNiQ,51,61,validate
pumping fist,HZT1Dw3IMHQ,25,35,validate
clam digging,H_1L5SBTVIo,6,16,validate
passing american football (not in game),H_4sp_3HjJc,17,27,validate
water skiing,H_L6pJHyTQ0,9,19,validate
eating burger,H_NY15UfFYM,15,25,validate
using segway,H_cqBai9MaY,2,12,validate
finger snapping,H_fQOpbZlBM,111,121,validate
braiding hair,H_fgkFci07w,179,189,validate
waving hand,Ha3WqPFhX6A,0,10,validate
cleaning toilet,HaMdW_1XhUU,2,12,validate
pole vault,HaikY17MPVI,10,20,validate
celebrating,HalzlyEFtFM,94,104,validate
recording music,Hayh4HXWrnQ,6,16,validate
running on treadmill,HazUCD_GWTw,0,10,validate
sawing wood,HbAYoheAboo,3,13,validate
fixing hair,HbPj76ABWFI,1,11,validate
playing pan pipes,HbZxTQNcpOE,82,92,validate
ripping paper,Hbj2qpdqf-E,0,10,validate
doing laundry,HbjnsmYPttk,2,12,validate
shaving legs,Hc6ZwhfXLR4,82,92,validate
bouncing on bouncy castle,Hc8uWGwtJZY,96,106,validate
shaping bread dough,HcENyn6uO-M,57,67,validate
playing guitar,HcGHdtFpMPo,465,475,validate
juggling fire,HcQegzTtnsM,4,14,validate
kitesurfing,HcVm9mHEQnA,188,198,validate
planing wood,HcmqePry1mg,23,33,validate
sign language interpreting,Hcw9OMtc5n4,193,203,validate
cutting nails,Hd50PY_0-X4,13,23,validate
laying concrete,Hd7HV3sDgDg,24,34,validate
eating chips,Hd9_DTFGGjI,124,134,validate
using remote controller (not gaming),HdcvcBxZMno,21,31,validate
playing violin,Hdf2WLugHVA,11,21,validate
country line dancing,He01a0PGo1g,103,113,validate
faceplanting,HeEsL9yTiKg,33,43,validate
hurdling,HeHaCIdpRdo,6,16,validate
wrapping present,HeJ7huTXaQM,2,12,validate
faceplanting,HeO5_Y8CqN0,0,10,validate
washing hair,HeXTdnspxR4,108,118,validate
catching or throwing baseball,HeXpjkVqYvg,0,10,validate
sailing,Hf0NpWcR9Xk,29,39,validate
bowling,Hf0s_1bkxJI,1,11,validate
lawn mower racing,HfHWW0QuU_o,0,10,validate
swimming butterfly stroke,HfV6SZmI8-c,7,17,validate
cleaning toilet,HfeoResQnwg,195,205,validate
high kick,Hg6I3C4T8cQ,2,12,validate
waxing back,HgCI6VFMGiw,2,12,validate
smoking hookah,HgE65dwIlbg,1,11,validate
playing saxophone,HgNYP5WZhQw,12,22,validate
gymnastics tumbling,HgXFcLXtr_A,5,15,validate
curling hair,Hga9t6kW-js,110,120,validate
crossing river,HgeA3aDC5ww,117,127,validate
welding,Hgo7xkutPno,59,69,validate
walking through snow,HhDWKsOwoBQ,82,92,validate
playing kickball,HhRzYKEy2zw,42,52,validate
opening wine bottle,HhTQwMgOjL0,37,47,validate
shining shoes,HhW13wPky1U,556,566,validate
bouncing on bouncy castle,Hhz49W3H-aQ,0,10,validate
assembling computer,Hi5qm1bUMK8,11,21,validate
brush painting,Hi_KCJa55sM,165,175,validate
waving hand,HibubjphLaU,4,14,validate
cleaning gutters,HihF3GPhvhA,117,127,validate
swimming front crawl,Hiuu7txE1BM,222,232,validate
adjusting glasses,Hj2j91vS0RI,18,28,validate
docking boat,Hj3bzsgjrXI,11,21,validate
gospel singing in church,HjKqHfw7iv0,23,33,validate
looking at phone,HjjNXTcvmOI,5,15,validate
knitting,HjqvmKIiiZ8,380,390,validate
cracking back,Hk9GNptjqMU,2,12,validate
playing netball,HkHHc3Z8N50,159,169,validate
bungee jumping,HkHZKeM77-M,139,149,validate
packing,HkPjyLD7rjU,1388,1398,validate
opening present,Hkps87fGZxM,5,15,validate
tickling,HlGpoVti28o,9,19,validate
moon walking,HlJ1m6tctms,53,63,validate
using inhaler,HlO8KXcGrlU,143,153,validate
shearing sheep,HlPsAACIp88,387,397,validate
riding a bike,HlZkBfbaDjQ,16,26,validate
winking,HlvZ8SaUqbE,0,10,validate
hockey stop,HlvkaVHYJHc,66,76,validate
yawning,Hlx8XP-VZv4,68,78,validate
sticking tongue out,HlzYNZX-Q8Q,12,22,validate
testifying,Hm1M_H3adoY,39,49,validate
crossing eyes,HmFB3RDzcsw,8,18,validate
robot dancing,HmNj7yrUON8,51,61,validate
tapping guitar,HmX7JiWV-sg,25,35,validate
skiing mono,HmkhtPVHdbI,0,10,validate
licking,HnGcfOFlFE4,59,69,validate
changing wheel (not on bike),HnJugXyTmCE,102,112,validate
egg hunting,HnOJkSKgbxk,33,43,validate
climbing ladder,HnXoI7Cj6w4,55,65,validate
deadlifting,HnYvWPCsDsM,19,29,validate
using bagging machine,Hn_Fwte8IQs,226,236,validate
making balloon shapes,HncTHpgDDoc,105,115,validate
pushing wheelbarrow,Hnex85IkEPg,0,10,validate
playing cymbals,HoBR9xr2tkE,61,71,validate
swinging baseball bat,HoKpuYwDrKQ,0,10,validate
cutting watermelon,HoViIQ5Wz0s,24,34,validate
doing aerobics,HocYzrq68aM,48,58,validate
blowing out candles,Hp2i2CG11wY,63,73,validate
laying tiles,Hp3BDQON_Cs,123,133,validate
bungee jumping,HpEPomPl1X0,82,92,validate
visiting the zoo,HpK3gx2XS6A,0,10,validate
making tea,HpMUphWT3Kc,2,12,validate
baking cookies,HpP_7yMnD54,21,31,validate
ironing,HpXkEICRj9U,108,118,validate
making sushi,HpcxvYSWJSo,137,147,validate
sign language interpreting,HpnuCO7skxc,107,117,validate
driving tractor,HpzCNgW9dAM,37,47,validate
sailing,HqBTdau-P2M,186,196,validate
pumping gas,HqJbpoe_rQM,0,10,validate
playing polo,HqW-MWAiODE,349,359,validate
swimming butterfly stroke,HqZCDjQaV3Y,14,24,validate
clapping,Hqe0mC8czRw,4,14,validate
blowing nose,HqrZ-gHz4gA,17,27,validate
playing bass guitar,HqsAvuo5XhA,59,69,validate
using atm,HqwQYqY6d4w,20,30,validate
swimming breast stroke,Hr-Tdj_IL78,6,16,validate
wading through mud,HrDyN3jG8g4,178,188,validate
flint knapping,HrFQFKmbQCU,315,325,validate
shining shoes,HrktrnDWBEk,10,20,validate
washing hands,HrsDgFa0bqU,4,14,validate
exercising with an exercise ball,HrvFqUPkna4,349,359,validate
playing blackjack,Hs2Fg5NxX0U,0,10,validate
dodgeball,Hs87ootuYi4,82,92,validate
blowing bubble gum,HsIW2gCtVMI,60,70,validate
skydiving,Hsa9DJn4_ZY,61,71,validate
grooming horse,HsrhpE6D_lw,17,27,validate
sled dog racing,HtA0neqM9HE,10,20,validate
sipping cup,HtPXt2aDAfo,0,10,validate
putting on shoes,HtT2bXQCo9M,164,174,validate
air drumming,HtlkxsU62ls,0,10,validate
making snowman,HtnbtOT-qdg,13,23,validate
changing gear in car,HtoYt8CdlK8,135,145,validate
lunge,Hu4OX-8jzoc,2,12,validate
making bubbles,HuA5ONtjhsA,29,39,validate
snowboarding,HuDg2cF4RmQ,43,53,validate
blowing out candles,HuENhKffG1I,57,67,validate
spelunking,HuEQcR9AxEA,519,529,validate
climbing tree,HuJ3Pqqv47k,2,12,validate
golf putting,HuVxgC3XBco,40,50,validate
deadlifting,HutVDQoa-yU,2,12,validate
playing bagpipes,Hv1r7rgekCw,6,16,validate
beatboxing,Hv7fi21CdG8,24,34,validate
getting a haircut,HvNFbY0VP6Q,64,74,validate
arranging flowers,HvSwLk3jmSA,37,47,validate
folding clothes,HvbmGxDuNxs,35,45,validate
hugging (not baby),HvdUozKT2Zw,55,65,validate
answering questions,HvnLVSTwOUE,239,249,validate
riding snow blower,Hw5WdC4zuhM,51,61,validate
brushing teeth,Hwuul-R9x_g,67,77,validate
krumping,HwwrzXuuhtc,115,125,validate
catching fish,Hwyida2xZqo,4,14,validate
arm wrestling,HxGk6WDkOzk,46,56,validate
reading book,HxZTtP7Okxg,21,31,validate
person collecting garbage,HxbZl6D-XeE,81,91,validate
barbequing,HxfwLkoj2gs,292,302,validate
climbing ladder,HxsXFx953aA,27,37,validate
playing recorder,HxvbQosgRWs,0,10,validate
capsizing,Hy494-YoOXc,11,21,validate
cracking neck,Hy60m0lV2tA,228,238,validate
getting a haircut,HyGwkKQ_rSU,9,19,validate
washing feet,HyIOFIuZYLA,56,66,validate
petting cat,HyLSN1N5Bdk,183,193,validate
carving ice,HyQbvMrDTes,0,10,validate
carving pumpkin,HyThLeZVMy8,4,14,validate
playing bagpipes,HyYziiKCJh8,3,13,validate
tickling,HyiitLtWeks,17,27,validate
chopping wood,Hz0E5D4P7gI,32,42,validate
marching,HzCfNv_18XQ,91,101,validate
luge,HzO-QXUsHb4,83,93,validate
using remote controller (not gaming),HzVJ3FqY7qA,4,14,validate
using a sledge hammer,HzXmEM8c3yg,16,26,validate
playing badminton,HzZP5PVc080,208,218,validate
bathing dog,HzvDZ7QqO_c,57,67,validate
rock scissors paper,I-11BZtBNyk,0,10,validate
blowing bubble gum,I-c5lUgDezc,2,12,validate
high jump,I-e5wQoLkic,3,13,validate
shaving legs,I-hFAHiHJCQ,118,128,validate
crawling baby,I-qEfwsm7ho,3,13,validate
juggling balls,I-qfHgz3nLk,12,22,validate
playing blackjack,I-qlW-_Nyk4,233,243,validate
playing kickball,I-rRhjry4hU,13,23,validate
grooming horse,I00CcE9QX34,263,273,validate
springboard diving,I02HD_k7yUc,203,213,validate
cutting orange,I0FA5pUwdqQ,5,15,validate
crossing river,I0HZis7c1sI,11,21,validate
riding mechanical bull,I0WCABhRycU,42,52,validate
flipping pancake,I0bmHq62VRM,10,20,validate
dyeing hair,I0luMKjIZyg,422,432,validate
counting money,I0pSJzwH0_U,28,38,validate
adjusting glasses,I0uzBT4UVes,455,465,validate
archery,I10qDp3sokc,3,13,validate
reading book,I131OC6fVSk,19,29,validate
cleaning windows,I134_VYp4dU,29,39,validate
assembling computer,I15aEc7vyrk,14,24,validate
shaving head,I15wyXthg10,22,32,validate
bartending,I1HR0kGV4ec,10,20,validate
breaking boards,I1IEygcEgEI,0,10,validate
alligator wrestling,I236Du9_PfQ,163,173,validate
playing bagpipes,I2OvykaHy8Q,6,16,validate
eating ice cream,I2YQ5hVnPZ4,0,10,validate
drooling,I2YlCISB8TY,36,46,validate
doing aerobics,I2fIt-Uun5k,148,158,validate
grooming horse,I2lOecIlqFs,55,65,validate
chiseling stone,I3WJgfWPslw,32,42,validate
sword swallowing,I3YTkDPh-34,8,18,validate
pinching,I3boUX_cNac,0,10,validate
dyeing eyebrows,I3gNZd-vRKs,332,342,validate
playing poker,I3j5mIrDOXw,203,213,validate
clapping,I3t1MfpuUhY,0,10,validate
clay pottery making,I3uI_XvG5x8,22,32,validate
doing aerobics,I429XRDKTRY,58,68,validate
playing bagpipes,I44HVnyEKVA,16,26,validate
chopping wood,I4A7c-XkfWc,8,18,validate
playing scrabble,I4OvYlD3nI0,114,124,validate
using a sledge hammer,I4PmO-pp80c,18,28,validate
passing soccer ball,I4eKJCRMDD4,0,10,validate
playing netball,I4gWvjMAQ2U,82,92,validate
jumpstyle dancing,I4y5UwvqaqI,11,21,validate
exercising with an exercise ball,I53n0DUWPOY,36,46,validate
carrying baby,I5DUr-DSTXs,136,146,validate
changing oil,I5LuEvku-mM,202,212,validate
folding clothes,I5a1Xurftt8,47,57,validate
sharpening pencil,I5b09h8EDyo,31,41,validate
busking,I5fXTqiehkI,11,21,validate
changing oil,I5lkDuB-CEE,7,17,validate
geocaching,I64oNLXUF9s,170,180,validate
drawing,I6CP4DCjgDo,272,282,validate
making paper aeroplanes,I6Ec6pZU34Y,65,75,validate
riding scooter,I6IAqeWUkq0,1,11,validate
swimming breast stroke,I6SRDU3JBw8,17,27,validate
swinging baseball bat,I6ZWEgNdoI4,38,48,validate
tai chi,I6bgFvzMNbc,15,25,validate
playing marbles,I6u0H2CWJ9s,1,11,validate
playing ice hockey,I7HaSjJFwio,7,17,validate
throwing ball (not baseball or American football),I7Q5LJuGE3Q,11,21,validate
carving ice,I7Y2vGCZT24,18,28,validate
dunking basketball,I7yjEneAYIc,65,75,validate
auctioning,I82QKb2JNEc,93,103,validate
robot dancing,I85S2Nrnwiw,91,101,validate
hurling (sport),I8SV0fJ_FFA,12,22,validate
punching person (boxing),I8UkuuTsmOo,21,31,validate
frying vegetables,I8fTDpNHrXk,318,328,validate
playing controller,I8mYa7_5uik,36,46,validate
calligraphy,I8ueYjHH0CE,92,102,validate
contorting,I91my-OSwJA,0,10,validate
salsa dancing,I94r2hpazHI,23,33,validate
snowmobiling,I992d9fWtoY,77,87,validate
playing pinball,I9a4thMzxGc,3,13,validate
sharpening knives,I9o4BHsIR4U,119,129,validate
making tea,IA-TwXBtciM,8,18,validate
delivering mail,IA0fFDILL0g,60,70,validate
golf driving,IA1PQa9fbp0,14,24,validate
gymnastics tumbling,IA26z-RVzBs,101,111,validate
finger snapping,IA5-9sYPMVY,4,14,validate
playing harp,IA64rR-IGSQ,2,12,validate
paragliding,IA6bc-IbXp8,265,275,validate
swing dancing,IAOoAbm0YKY,7,17,validate
parasailing,IAP8L_8G62U,3,13,validate
tying knot (not on a tie),IAbag3AsSWY,0,10,validate
javelin throw,IAcXjkjdWY8,3,13,validate
disc golfing,IAo-_mNduUk,10,20,validate
baking cookies,IAp3YZVt9qk,148,158,validate
yarn spinning,IAqigPFyKlo,14,24,validate
weaving basket,IB1-UI7uSAg,130,140,validate
walking the dog,IB9tRqlvXqc,16,26,validate
tasting wine,IBUS8hMRCcQ,12,22,validate
playing with trains,IBYHkBdJ0eM,0,10,validate
gospel singing in church,IBZ6Zv1YC0s,17,27,validate
lighting fire,IBdqbV9lVKg,49,59,validate
driving car,IBz7PG5fOq0,15,25,validate
springboard diving,IC2nRgmTEHY,109,119,validate
vacuuming floor,IC5e-QIFSLM,35,45,validate
massaging neck,ICB8KVZzulk,56,66,validate
playing hand clapping games,ICBQljPi5lY,0,10,validate
waxing chest,ICKm78NjMrc,7,17,validate
opening door,ICochzYRjhk,0,10,validate
making pizza,ICr9qyw_6aQ,95,105,validate
clean and jerk,ICwvUjUsxQs,68,78,validate
archaeological excavation,ICzjp1d9FiE,98,108,validate
smoking,ID55j2rq1sc,7,17,validate
shaking hands,IDDsbqwF3WQ,3,13,validate
installing carpet,IDGDRkKwFaQ,120,130,validate
waxing chest,IDHuhJLiLu8,8,18,validate
squat,IDIh8IMv6lU,52,62,validate
archaeological excavation,IDSbtVcmL_w,48,58,validate
climbing ladder,IDgQ4Oy-hrg,53,63,validate
packing,IDh_IR5L3yk,0,10,validate
square dancing,IE3i3Hm-ebs,0,10,validate
doing jigsaw puzzle,IEc_cZkciaA,9,19,validate
card throwing,IEiAGXFWHlc,17,27,validate
grooming dog,IEllYsSFRZg,32,42,validate
breathing fire,IEok6FTItnQ,9,19,validate
stretching arm,IF49LcvB-iE,0,10,validate
texting,IF4pamNyPjI,3,13,validate
sweeping floor,IFFdbQV3X08,7,17,validate
welding,IFVUOAZa9Hk,42,52,validate
riding mechanical bull,IFXrr880XlA,0,10,validate
using inhaler,IFXyeVwqIoo,0,10,validate
high jump,IFndtAos_rM,0,10,validate
grooming horse,IG0ZOFPs2xI,40,50,validate
playing ice hockey,IG6am90-jZM,3,13,validate
playing cricket,IGI3Q851nrI,5,15,validate
chewing gum,IGLKwIkb68U,141,151,validate
playing rubiks cube,IGRZ6c2OVh8,314,324,validate
riding mechanical bull,IGShO22ldOM,33,43,validate
skiing crosscountry,IGtPgzCuins,0,10,validate
playing poker,IH7SR20aCuU,89,99,validate
skiing mono,IHcaQ-P7ytg,48,58,validate
throwing water balloon,IHcfuGSr5NA,45,55,validate
tai chi,IHnGNQdeq2s,38,48,validate
laughing,IHrCnjuzzAw,37,47,validate
clean and jerk,IIDmf9R3pLQ,8,18,validate
scrapbooking,IIJ0yNu_d-M,210,220,validate
fixing bicycle,IIN3UDy627Y,14,24,validate
steer roping,IIgvU8Wwp3c,10,20,validate
riding a bike,IIzmytRlCbo,221,231,validate
tasting wine,IJ1rD9cqrgk,9,19,validate
running on treadmill,IJEjRJyazaQ,8,18,validate
making cheese,IJJjZkjHxHo,177,187,validate
washing hair,IJQ8YKeqs44,39,49,validate
feeding goats,IJWcAaT5ym4,2,12,validate
belly dancing,IJefZYtjVJk,35,45,validate
swimming backstroke,IJz08IJa8iM,119,129,validate
spelunking,IK0unmLl_S0,50,60,validate
passing American football (in game),IK8q5utAAF0,4,14,validate
sewing,IKNMXsAbhBU,153,163,validate
using bagging machine,IKXFQVXGBBI,10,20,validate
crossing eyes,ILD1I8qTcFs,5,15,validate
massaging person's head,ILcv0kQPK0U,0,10,validate
tasting beer,ILowZHuM9nc,9,19,validate
sharpening pencil,ILqfNmQLyq0,4,14,validate
cutting nails,ILvS3LQug5k,13,23,validate
headbutting,IMPfjjPQLnU,138,148,validate
tapping guitar,IMQTZAQmDIA,3,13,validate
shooting goal (soccer),IMShmBq7wPY,19,29,validate
roasting pig,IMeqX3jA12Y,0,10,validate
passing soccer ball,IMkxSnIhHt8,3,13,validate
mopping floor,IMpZIh6nprw,99,109,validate
sticking tongue out,IMroMNXrvrE,0,10,validate
riding elephant,IMwhxcqqAeM,0,10,validate
pillow fight,IN2FbKz0u5k,47,57,validate
arranging flowers,IN9cfbJeA_k,118,128,validate
juggling soccer ball,INE1G3CoLaU,17,27,validate
raising eyebrows,INE91N7JbFw,8,18,validate
brushing teeth,INNDIp9X43M,66,76,validate
hitting baseball,INO7Rd0dxfQ,26,36,validate
faceplanting,INWJN49M-xU,3,13,validate
tightrope walking,INwIFmlHn0Y,0,10,validate
tai chi,IO3qDxDsqcc,206,216,validate
dunking basketball,IO9dgpeaark,83,93,validate
riding mule,IOKc9htF8xA,69,79,validate
golf putting,IOfGM9w7WEQ,77,87,validate
trimming trees,IOpBuhEynHw,16,26,validate
playing ice hockey,IOsrEqzStgg,46,56,validate
playing darts,IOv_bwJEZ-Y,0,10,validate
wrestling,IP1FP6XqHtE,117,127,validate
drawing,IP3oroVNhqE,140,150,validate
paragliding,IP9vDG_SFns,2,12,validate
chopping vegetables,IPRhqTiyK_U,0,10,validate
wrestling,IPVz9LcevTs,78,88,validate
chopping meat,IPaDashqlU0,25,35,validate
drawing,IPmic5VRb7I,66,76,validate
drawing,IPtSim6I364,130,140,validate
training dog,IPwow0Io2FA,628,638,validate
making balloon shapes,IQ3gfH-xH7Q,44,54,validate
finger snapping,IQDO5k6hTGw,17,27,validate
wrestling,IQHsCcud-zE,37,47,validate
drinking shots,IQPsh5Y42Dk,14,24,validate
pumping gas,IQSPPmpD9yQ,19,29,validate
eating cake,IQb0YDHhT-o,51,61,validate
trimming trees,IQkNUujaNzQ,36,46,validate
giving or receiving award,IQrWkn1Sv_w,309,319,validate
waxing eyebrows,IQu6ugfzjB0,40,50,validate
extinguishing fire,IRJ2xu1OgFQ,22,32,validate
playing didgeridoo,IRXfA8m4eG8,19,29,validate
recording music,IRd-O2Ii1mU,88,98,validate
dining,IReXXI9jhDo,100,110,validate
preparing salad,IRlCDEI7R_Q,157,167,validate
eating cake,IRppx8kfVlA,6,16,validate
playing pan pipes,IRvh1JrS9G0,24,34,validate
sign language interpreting,IS36B3h3tAg,0,10,validate
dancing charleston,ISQuVgDh2Zc,2,12,validate
playing laser tag,IT7ShBxOcI8,169,179,validate
changing oil,ITCX4J1pDCI,29,39,validate
drumming fingers,ITV4ylH4eFg,156,166,validate
eating spaghetti,ITYTeU9_n2Y,45,55,validate
biking through snow,IToWgyodWww,69,79,validate
hammer throw,IULfmfoyqk4,4,14,validate
tagging graffiti,IUXmUcSoqXQ,36,46,validate
raising eyebrows,IUj2Le44oO8,1,11,validate
juggling balls,IUjXXYN6aV4,52,62,validate
spelunking,IUl2Qt0KOeo,395,405,validate
curling hair,IUu63sEowbs,6,16,validate
luge,IUvqajyauBo,40,50,validate
throwing tantrum,IVEMNrRE3MA,12,22,validate
washing hair,IVF9KlZ_5EE,114,124,validate
fixing hair,IVeEF_gPzD0,8,18,validate
slacklining,IViOc7Lo9zo,3,13,validate
water skiing,IX7XRhiV8b4,78,88,validate
sipping cup,IX7rusvXmlE,5,15,validate
cracking back,IXa2_jTKeDk,100,110,validate
playing scrabble,IXjNGzPdUZY,9,19,validate
playing harmonica,IY-c6mvhdhU,22,32,validate
docking boat,IY6xmt2u-hY,216,226,validate
hitting baseball,IYFifBJ9lH8,4,14,validate
docking boat,IYbfGwWXzGc,49,59,validate
playing polo,IYoHIXRe-HY,0,10,validate
putting on sari,IZGDJppe8F0,197,207,validate
bulldozing,IZUFLT5mDfw,56,66,validate
feeding birds,IZmQ1ndVmyc,4,14,validate
catching or throwing frisbee,IZulLg7CGK0,211,221,validate
bee keeping,I_5Rgw1k9mg,2,12,validate
walking the dog,I_72JraEBrU,90,100,validate
decorating the christmas tree,I_Fr8XPU2q4,95,105,validate
changing oil,I_pWzPcKBBQ,33,43,validate
pushing wheelchair,I_uBCTVfc14,31,41,validate
bartending,I_zYVBke1d4,246,256,validate
wading through mud,IaDxrhjyyiU,47,57,validate
sign language interpreting,IaT8BeiueBw,7,17,validate
juggling fire,IaWWeizfKxE,0,10,validate
testifying,IaZMxOH0FNU,105,115,validate
steer roping,IaesR54O8y0,121,131,validate
parasailing,IawqRLuftaA,75,85,validate
barbequing,IawxBPXula0,175,185,validate
attending conference,Ib1udZd5jOM,18,28,validate
huddling,Ib73lHcwjko,61,71,validate
historical reenactment,IbOMVIJACXs,24,34,validate
waxing chest,IbQu1E8eREs,4,14,validate
shearing sheep,IbY7EbowT74,208,218,validate
shaving head,Ibe1SvkujUE,106,116,validate
shuffling cards,IboOcA3xeeg,82,92,validate
spelunking,IbpoJA0OlwE,63,73,validate
swimming front crawl,IcE32m151qE,3,13,validate
blowing glass,IcLztCtvhb8,249,259,validate
riding a bike,IcTEKzviYa0,16,26,validate
archery,IcXj4je-tto,0,10,validate
steer roping,Id2MyG2sp_o,10,20,validate
applying cream,IdLzB7hYE0k,12,22,validate
tasting wine,IdbCuD5mEcI,452,462,validate
moving furniture,IdiVhgF1kLo,6,16,validate
using a wrench,IdrRBAJVWjU,110,120,validate
tying necktie,Idu322YhTVM,78,88,validate
cleaning gutters,Idw3FTQE-PM,9,19,validate
playing cymbals,Ie1GRyaFpQc,45,55,validate
gold panning,Ie9xqiDcmXU,0,10,validate
hitting baseball,IeDin6oB-IY,3,13,validate
playing trombone,IeTH-9kCvsg,34,44,validate
changing gear in car,IepWgHeSBnY,5,15,validate
laughing,IerM-T5IRdA,32,42,validate
feeding fish,IeyL8DoSEiA,60,70,validate
docking boat,IfBALtOuyv4,2,12,validate
waxing eyebrows,IfDyOomnKAI,145,155,validate
head stand,IfHW3elGLLs,209,219,validate
playing blackjack,IfMp-fUrigw,7,17,validate
dyeing hair,IfX4QnGonoQ,471,481,validate
eating hotdog,IfhxOy2uTeM,9,19,validate
making jewelry,IfpVWZr0EQk,218,228,validate
flint knapping,IftMrmv2N00,293,303,validate
hugging baby,Ig0PTXNjgGs,2,12,validate
jumping bicycle,Ig3CtPk6Qbo,43,53,validate
playing recorder,Ig8PoyWHTc0,54,64,validate
making a cake,IgDcIy4bNAc,213,223,validate
marching,IgKFqseG-9c,4,14,validate
crawling baby,IgWbNpxBgzM,18,28,validate
roller skating,Igu7XnKJvVg,178,188,validate
planting trees,IhFmzDkKG4w,48,58,validate
bottling,IhOySnEvOHo,6,16,validate
making sushi,IhRVkvT2k-A,19,29,validate
scrapbooking,IhRg5SbIX4g,0,10,validate
changing wheel (not on bike),IhRi7odZ33s,206,216,validate
grinding meat,IhVxxpv7oKY,2,12,validate
cracking back,IhZOAJpxStc,74,84,validate
golf chipping,Ihckuzomxg4,21,31,validate
washing feet,IhiKd5JSrgo,337,347,validate
bobsledding,Ihm2BKygxno,35,45,validate
curling (sport),IhqsKaMV0To,0,10,validate
throwing knife,IhrtvWgBdRU,5,15,validate
golf putting,Ii0CkNEbygQ,115,125,validate
using segway,Ii8dzS2Lu_M,13,23,validate
card throwing,Ii8jqRVYI6w,121,131,validate
playing ocarina,IiATZMBx1eY,32,42,validate
tasting beer,IiB6Qhpde3A,89,99,validate
drooling,IiHYO5aUTM4,17,27,validate
playing field hockey,IiPXG1Ej0sg,21,31,validate
recording music,Iio6TGtMLMI,182,192,validate
massaging person's head,IirpZPRZk0o,251,261,validate
bodysurfing,IixeHYjm_Bo,7,17,validate
tobogganing,Iiy7jtlThaM,2,12,validate
lighting fire,IjVKsyZ9zfI,0,10,validate
poking bellybutton,IjXQ9X3FahU,14,24,validate
sneezing,Ij_3UvY3b8E,0,10,validate
yawning,IjaA8hal1xM,34,44,validate
tackling,Ijjlrk4qi7c,0,10,validate
using a sledge hammer,IjwHjhGHVLU,9,19,validate
washing hands,IkGldRmQP8g,67,77,validate
standing on hands,IkLW2Pox-nA,0,10,validate
eating cake,IkbOf6H4eH4,4,14,validate
picking fruit,Ikv-kYiNn8E,258,268,validate
opening wine bottle,IkxOgDBCdug,44,54,validate
tapping pen,Il4V_mhFWoQ,44,54,validate
sanding floor,IlGSx74JSno,2,12,validate
using a power drill,IlLdTMFOFqc,66,76,validate
bulldozing,IlO4jj4fZkc,14,24,validate
bending back,Im-hSb7cIeE,1,11,validate
using a microscope,Im6a-JlRD1I,92,102,validate
base jumping,Im7rGy0xCaM,9,19,validate
planting trees,Im9B2QI8gTQ,95,105,validate
swing dancing,ImQrNf1CdhU,81,91,validate
auctioning,ImRJ397OX9g,210,220,validate
bending back,ImWySuMRbXY,16,26,validate
shuffling cards,ImnoH6JUiwA,29,39,validate
grooming horse,Imr0h7lzv6c,5,15,validate
grinding meat,ImvUwDdtn6Y,21,31,validate
kitesurfing,InDyuW8fmxY,73,83,validate
cooking sausages (not on barbeque),InMYFAo3Br4,26,36,validate
capoeira,InNZhwbGI-0,46,56,validate
trimming or shaving beard,InQFgK9rqJ0,7,17,validate
braiding hair,InVBB4B9_zg,21,31,validate
building shed,InZShFuEQ8I,18,28,validate
making tea,IncAWPhf1sE,12,22,validate
grooming horse,IneM43S8Ieo,4,14,validate
archery,Injvo7ENQzw,29,39,validate
drumming fingers,InsD9x1kR7E,0,10,validate
shining flashlight,Inw6qmjzD3Q,1,11,validate
leatherworking,Io4-uAxp5qI,62,72,validate
making pizza,Io6RF9pYdeA,40,50,validate
giving or receiving award,IoBvxLPdWPU,15,25,validate
inflating balloons,IoDjDQTv-q0,51,61,validate
making the bed,IoOIuVF_kM0,14,24,validate
waxing back,IoXcmnsNqpc,0,10,validate
head stand,Io_KP13r6H8,0,10,validate
alligator wrestling,Iojxnu1K_aE,0,10,validate
gold panning,Ioky-Al1I_k,8,18,validate
installing carpet,IoybLNbKsIo,249,259,validate
grinding meat,Iozs_0VXD44,57,67,validate
dancing ballet,Ip0yJAkp7Pw,119,129,validate
